,Id,Value,Date
506,Sistema,69970700,2015-02-19
507,Sistema,65398200,2015-02-20
508,Sistema,74903500,2015-02-21
509,Sistema,59733500,2015-02-22
510,Sistema,61677100,2015-02-23
511,Sistema,64503600,2015-02-24
512,Sistema,55304700,2015-02-25
513,Sistema,64442700,2015-02-26
514,Sistema,84751200,2015-02-27
515,Sistema,77426600,2015-02-28
516,Sistema,79243500,2015-03-01
517,Sistema,79793700,2015-03-02
518,Sistema,68135700,2015-03-03
519,Sistema,79272800,2015-03-04
520,Sistema,82330700,2015-03-05
521,Sistema,87331400,2015-03-06
522,Sistema,73397300,2015-03-07
523,Sistema,69376300,2015-03-08
524,Sistema,56007200,2015-03-09
525,Sistema,77641400,2015-03-10
526,Sistema,70690600,2015-03-11
527,Sistema,71985500,2015-03-12
528,Sistema,75620800,2015-03-13
529,Sistema,73308500,2015-03-14
530,Sistema,69796000,2015-03-15
531,Sistema,68357100,2015-03-16
532,Sistema,65770500,2015-03-17
533,Sistema,98356500,2015-03-18
534,Sistema,129427100,2015-03-19
535,Sistema,131916600,2015-03-20
536,Sistema,147206900,2015-03-21
537,Sistema,109872200,2015-03-22
538,Sistema,108048700,2015-03-23
539,Sistema,79572300,2015-03-24
540,Sistema,80777700,2015-03-25
541,Sistema,89239600,2015-03-26
542,Sistema,64020300,2015-03-27
543,Sistema,85117300,2015-03-28
544,Sistema,141460700,2015-03-29
545,Sistema,106647200,2015-03-30
546,Sistema,116603200,2015-03-31
547,Sistema,98458600,2015-04-01
548,Sistema,92779200,2015-04-02
549,Sistema,187411700,2015-04-03
550,Sistema,156874200,2015-04-04
551,Sistema,131050400,2015-04-05
552,Sistema,121713700,2015-04-06
553,Sistema,145517300,2015-04-07
554,Sistema,161032600,2015-04-08
555,Sistema,127916800,2015-04-09
556,Sistema,108434800,2015-04-10
557,Sistema,177843900,2015-04-11
558,Sistema,176243800,2015-04-12
559,Sistema,139693300,2015-04-13
560,Sistema,181815000,2015-04-14
561,Sistema,179420000,2015-04-15
562,Sistema,188983600,2015-04-16
563,Sistema,183989300,2015-04-17
564,Sistema,186283700,2015-04-18
565,Sistema,212995700,2015-04-19
566,Sistema,197870100,2015-04-20
567,Sistema,185934400,2015-04-21
568,Sistema,144293300,2015-04-22
569,Sistema,119358400,2015-04-23
570,Sistema,120562900,2015-04-24
571,Sistema,161931500,2015-04-25
572,Sistema,144896800,2015-04-26
573,Sistema,138872600,2015-04-27
574,Sistema,150363800,2015-04-28
575,Sistema,112375300,2015-04-29
576,Sistema,90002500,2015-04-30
577,Sistema,107814900,2015-05-01
578,Sistema,82366400,2015-05-02
579,Sistema,83727400,2015-05-03
580,Sistema,91553500,2015-05-04
581,Sistema,76426500,2015-05-05
582,Sistema,79758700,2015-05-06
583,Sistema,95403700,2015-05-07
584,Sistema,119189900,2015-05-08
585,Sistema,80022400,2015-05-09
586,Sistema,93679400,2015-05-10
587,Sistema,76843300,2015-05-11
588,Sistema,79771300,2015-05-12
589,Sistema,79189400,2015-05-13
590,Sistema,81572600,2015-05-14
591,Sistema,136425500,2015-05-15
592,Sistema,156026900,2015-05-16
593,Sistema,172167000,2015-05-17
594,Sistema,231342600,2015-05-18
595,Sistema,148858900,2015-05-19
596,Sistema,130925600,2015-05-20
597,Sistema,258627900,2015-05-21
598,Sistema,175894100,2015-05-22
599,Sistema,151348800,2015-05-23
600,Sistema,131153700,2015-05-24
601,Sistema,215707200,2015-05-25
602,Sistema,165648100,2015-05-26
603,Sistema,153409600,2015-05-27
604,Sistema,167650000,2015-05-28
605,Sistema,310244700,2015-05-29
606,Sistema,374661300,2015-05-30
607,Sistema,251701600,2015-05-31
608,Sistema,216049100,2015-06-01
609,Sistema,190737000,2015-06-02
610,Sistema,175703300,2015-06-03
611,Sistema,231686400,2015-06-04
612,Sistema,288224200,2015-06-05
613,Sistema,207413400,2015-06-06
614,Sistema,164478600,2015-06-07
615,Sistema,162205600,2015-06-08
616,Sistema,219222500,2015-06-09
617,Sistema,213343400,2015-06-10
618,Sistema,223610200,2015-06-11
619,Sistema,150166400,2015-06-12
620,Sistema,217689900,2015-06-13
621,Sistema,181757000,2015-06-14
622,Sistema,194014400,2015-06-15
623,Sistema,181747400,2015-06-16
624,Sistema,139151700,2015-06-17
625,Sistema,178118500,2015-06-18
626,Sistema,230610300,2015-06-19
627,Sistema,197822600,2015-06-20
628,Sistema,184172000,2015-06-21
629,Sistema,392439400,2015-06-22
630,Sistema,311764100,2015-06-23
631,Sistema,254269400,2015-06-24
632,Sistema,373037200,2015-06-25
633,Sistema,383943000,2015-06-26
634,Sistema,351553900,2015-06-27
635,Sistema,306491400,2015-06-28
636,Sistema,272840100,2015-06-29
637,Sistema,193338100,2015-06-30
638,Sistema,170228000,2015-07-01
639,Sistema,153734900,2015-07-02
640,Sistema,127077200,2015-07-03
641,Sistema,132608600,2015-07-04
642,Sistema,144509100,2015-07-05
643,Sistema,141880800,2015-07-06
644,Sistema,130428000,2015-07-07
645,Sistema,151243700,2015-07-08
646,Sistema,119098000,2015-07-09
647,Sistema,169008200,2015-07-10
648,Sistema,126055900,2015-07-11
649,Sistema,146546000,2015-07-12
650,Sistema,112283600,2015-07-13
651,Sistema,97539700,2015-07-14
652,Sistema,253126100,2015-07-15
653,Sistema,268375900,2015-07-16
654,Sistema,213083400,2015-07-17
655,Sistema,247222400,2015-07-18
656,Sistema,220847800,2015-07-19
657,Sistema,263658700,2015-07-20
658,Sistema,234908300,2015-07-21
659,Sistema,346033000,2015-07-22
660,Sistema,290965800,2015-07-23
661,Sistema,221080400,2015-07-24
662,Sistema,163823600,2015-07-25
663,Sistema,138264200,2015-07-26
664,Sistema,249290900,2015-07-27
665,Sistema,217176700,2015-07-28
666,Sistema,291454900,2015-07-29
667,Sistema,363354400,2015-07-30
668,Sistema,274388200,2015-07-31
669,Sistema,221549300,2015-08-01
670,Sistema,171593700,2015-08-02
671,Sistema,152523900,2015-08-03
672,Sistema,162040900,2015-08-04
673,Sistema,142181000,2015-08-05
674,Sistema,128783800,2015-08-06
675,Sistema,123202500,2015-08-07
676,Sistema,168936500,2015-08-08
677,Sistema,206798100,2015-08-09
678,Sistema,162080800,2015-08-10
679,Sistema,160656500,2015-08-11
680,Sistema,120309000,2015-08-12
681,Sistema,152250700,2015-08-13
682,Sistema,215768100,2015-08-14
683,Sistema,239440500,2015-08-15
684,Sistema,362046800,2015-08-16
685,Sistema,234800100,2015-08-17
686,Sistema,288312800,2015-08-18
687,Sistema,175605600,2015-08-19
688,Sistema,209482600,2015-08-20
689,Sistema,206935700,2015-08-21
690,Sistema,141983000,2015-08-22
691,Sistema,138079200,2015-08-23
692,Sistema,158777000,2015-08-24
693,Sistema,165312300,2015-08-25
694,Sistema,200681800,2015-08-26
695,Sistema,158618500,2015-08-27
696,Sistema,169616200,2015-08-28
697,Sistema,123699800,2015-08-29
698,Sistema,106541200,2015-08-30
699,Sistema,129038800,2015-08-31
700,Sistema,114305500,2015-09-01
701,Sistema,145008100,2015-09-02
702,Sistema,110335500,2015-09-03
703,Sistema,96276100,2015-09-04
704,Sistema,108311600,2015-09-05
705,Sistema,218494200,2015-09-06
706,Sistema,166597300,2015-09-07
707,Sistema,155447100,2015-09-08
708,Sistema,122899600,2015-09-09
709,Sistema,172606900,2015-09-10
710,Sistema,183007000,2015-09-11
711,Sistema,115675100,2015-09-12
712,Sistema,95111900,2015-09-13
713,Sistema,87564000,2015-09-14
714,Sistema,97038800,2015-09-15
715,Sistema,82330100,2015-09-16
716,Sistema,98318200,2015-09-17
717,Sistema,103427300,2015-09-18
718,Sistema,126421200,2015-09-19
719,Sistema,202841500,2015-09-20
720,Sistema,120686100,2015-09-21
721,Sistema,89430400,2015-09-22
722,Sistema,82359900,2015-09-23
723,Sistema,94910700,2015-09-24
724,Sistema,84172600,2015-09-25
